tahun,nama_provinsi,nama_kabupaten/kota,nama_kecamatan,nama_kelurahan,jenis_pekerjaan,jumlah
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Dosen,54
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Guru,294
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Pilot,8
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Pengacara,28
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Notaris,4
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Konsultan,8
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Dokter,86
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Bidan,14
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Perawat,19
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Apoteker,1
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Psikiater/Psikolog,2
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Penyiar Radio,1
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Pelaut,1
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Peneliti,1
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Sopir,90
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Pedagang,223
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Wiraswasta,2583
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Lainnya,188
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Belum/Tidak Bekerja,7584
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Mengurus Rumah Tangga,9181
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Pelajar/Mahasiswa,12972
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Pensiunan,537
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Pegawai Negeri Sipil,485
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Tentara Nasional Indonesia,27
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Kepolisian RI,129
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Perdagangan,9
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Petani/Pekebun,2
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Industri,2
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Konstruksi,3
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Transportasi,2
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Karyawan Swasta,12702
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Karyawan BUMN,98
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Karyawan BUMD,5
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Karyawan Honorer,6
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Buruh Harian Lepas,456
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Buruh Tani/Perkebunan,3
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Pembantu Rumah Tangga,5
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Tukang Jahit,5
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Mekanik,2
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Seniman,18
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Pendeta,2
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Pastor,2
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Wartawan,36
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Ustadz/Mubaligh,2
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Anggota DPR-RI,10
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Anggota DPD,1
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Dosen,32
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Guru,418
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Pengacara,9
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Notaris,2
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Arsitek,3
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Akuntan,1
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Dokter,80
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Bidan,13
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Perawat,14
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Apoteker,1
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Psikiater/Psikolog,1
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Pelaut,6
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Sopir,61
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Pedagang,166
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Wiraswasta,4990
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Lainnya,209
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Belum/Tidak Bekerja,5384
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Mengurus Rumah Tangga,7931
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Pelajar/Mahasiswa,9883
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Pensiunan,473
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Pegawai Negeri Sipil,403
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Tentara Nasional Indonesia,31
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Kepolisian RI,24
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Perdagangan,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Konstruksi,2
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Karyawan Swasta,9030
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Karyawan BUMN,65
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Karyawan BUMD,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Karyawan Honorer,101
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Buruh Harian Lepas,1078
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Pembantu Rumah Tangga,4
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Tukang Cukur,2
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Tukang Listrik,2
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Tukang Jahit,16
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Penata Rias,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Mekanik,17
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Seniman,15
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Penterjemah,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Pendeta,2
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Wartawan,21
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Ustadz/Mubaligh,4
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Juru Masak,2
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Anggota DPR-RI,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Dosen,18
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Guru,238
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Pilot,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Pengacara,17
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Arsitek,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Konsultan,3
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Dokter,46
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Bidan,12
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Perawat,23
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Pelaut,10
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Peneliti,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Sopir,196
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Pedagang,1234
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Biarawati,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Wiraswasta,2445
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Lainnya,354
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Belum/Tidak Bekerja,4693
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Mengurus Rumah Tangga,6128
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Pelajar/Mahasiswa,8865
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Pensiunan,597
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Pegawai Negeri Sipil,651
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Tentara Nasional Indonesia,34
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Kepolisian RI,17
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Perdagangan,2
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Petani/Pekebun,5
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Transportasi,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Karyawan Swasta,9809
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Karyawan BUMN,140
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Karyawan BUMD,12
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Karyawan Honorer,19
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Buruh Harian Lepas,557
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Buruh Tani/Perkebunan,3
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Buruh Nelayan/Perikanan,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Pembantu Rumah Tangga,4
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Tukang Jahit,3
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Mekanik,6
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Seniman,19
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Pendeta,9
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Wartawan,45
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Ustadz/Mubaligh,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Anggota DPR-RI,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Anggota DPRD Provinsi,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Dosen,52
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Guru,247
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Pengacara,18
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Notaris,9
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Akuntan,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Konsultan,4
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Dokter,81
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Bidan,8
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Perawat,21
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Apoteker,2
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Psikiater/Psikolog,2
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Pelaut,13
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Peneliti,3
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Sopir,74
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Pedagang,330
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Perangkat Desa,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Biarawati,5
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Wiraswasta,2076
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Lainnya,197
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Belum/Tidak Bekerja,4438
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Mengurus Rumah Tangga,6169
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Pelajar/Mahasiswa,7837
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Pensiunan,431
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Pegawai Negeri Sipil,421
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Tentara Nasional Indonesia,23
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Kepolisian RI,22
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Perdagangan,3
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Konstruksi,2
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Karyawan Swasta,7460
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Karyawan BUMN,102
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Karyawan BUMD,3
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Karyawan Honorer,51
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Buruh Harian Lepas,1428
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Pembantu Rumah Tangga,4
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Tukang Jahit,2
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Mekanik,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Seniman,13
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Pendeta,4
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Pastor,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Wartawan,25
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Dosen,29
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Guru,253
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Pilot,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Pengacara,20
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Notaris,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Arsitek,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Konsultan,2
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Dokter,65
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Bidan,11
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Perawat,28
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Apoteker,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Pelaut,7
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Sopir,73
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Pedagang,196
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Wiraswasta,1924
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Lainnya,160
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Belum/Tidak Bekerja,3117
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Mengurus Rumah Tangga,4747
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Pelajar/Mahasiswa,6038
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Pensiunan,301
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Pegawai Negeri Sipil,287
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Tentara Nasional Indonesia,65
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Kepolisian RI,15
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Perdagangan,7
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Petani/Pekebun,3
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Konstruksi,2
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Karyawan Swasta,6281
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Karyawan BUMN,57
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Karyawan BUMD,2
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Karyawan Honorer,22
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Buruh Harian Lepas,329
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Buruh Tani/Perkebunan,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Pembantu Rumah Tangga,3
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Tukang Batu,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Tukang Jahit,4
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Penata Rias,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Mekanik,7
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Seniman,5
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Pendeta,6
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Pastor,16
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Wartawan,22
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Ustadz/Mubaligh,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Juru Masak,2
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Anggota DPR-RI,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Anggota Mahkamah Konstitusi,2
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Dosen,20
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Guru,132
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Pengacara,18
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Notaris,2
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Arsitek,2
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Dokter,45
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Bidan,2
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Perawat,19
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Apoteker,2
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Pelaut,3
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Peneliti,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Sopir,42
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Pedagang,288
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Biarawati,11
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Wiraswasta,2422
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Lainnya,127
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Belum/Tidak Bekerja,2280
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Mengurus Rumah Tangga,3863
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Pelajar/Mahasiswa,5185
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Pensiunan,463
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Pegawai Negeri Sipil,379
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Tentara Nasional Indonesia,577
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Kepolisian RI,29
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Perdagangan,4
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Petani/Pekebun,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Konstruksi,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Karyawan Swasta,5013
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Karyawan BUMN,86
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Karyawan BUMD,3
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Karyawan Honorer,43
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Buruh Harian Lepas,409
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Pembantu Rumah Tangga,4
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Tukang Jahit,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Seniman,18
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Pendeta,12
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Wartawan,18
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Ustadz/Mubaligh,4
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Duta Besar,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Anggota DPRD Provinsi,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Dosen,17
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Guru,160
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Pengacara,12
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Notaris,2
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Arsitek,2
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Akuntan,1
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Konsultan,3
